InputStoryid,输入句子1,输入句子2,输入句子3,输入句子4,随机第五句话测验1,随机第五句话测验2,回答右端
56b24969-0004-4731-99d6-ac4931df1b50,赫克托总是在上班前在当地的商店买咖啡。,他意识到自己买咖啡的习惯非常昂贵。,有一天，赫克托决定在家里煮咖啡。,他为自己家做的咖啡这么好喝而自豪。,赫克托不停地自己煮咖啡，省钱。,赫克托开始从星巴克买更多的咖啡。,1
eb653573-0e05-403a-b5a4-be7bd6ba3f99,凯莉发现学校里来了一个新的女孩。,当她走进学校的时候，她去找她。,遇到她，她就邀请她一起坐午觉。,吃过午饭，她们就成了朋友。,凯利再也没有和她说过话。,凯莉很高兴能交到一个新朋友。,2
efb927ed-be0b-41fb-b89d-1fe4f3f96f78,汤米为了跑完他的第一个5公里而努力训练。,在比赛中，当这么多人超过他时，他感到很沮丧。,当他在颁奖时听到自己的名字被叫到时，他很震惊。,他不知道他们会按年龄段来颁奖。,他很惭愧，因为他没有得到任何认可。,他很自豪地以年龄第一，但总成绩第十。,2
dac6c4cb-422b-436e-ac83-7853ad91d9c6,萝莉今晚要去参加她的第一场正式舞会。,她的相亲对象把她抱起来，送给她一朵美丽的玫瑰。,萝莉穿着一身闪亮的长裙。,他们和所有的朋友一起跳舞，玩得很开心。,萝莉哭着回家了。,萝莉以亲吻她的约会对象来结束这个夜晚。,2
9f53d98f-c1d9-4082-a9c7-1a95ed3de223,尼尔在探索历史悠久的铁路。,他骑马进入宾夕法尼亚州的斯克兰顿。,他意识到这是一个美丽的老火车库。,他在那里的时候拍了很多照片。,尼尔删除了他所有的照片。,尼尔把这些照片保存在电脑上。,2
553ec373-0500-4c63-979f-a446a17f550d,鲍勃害怕他在快餐鱼店工作的第一天。,他打算等穿上华丽的航海服。,鲍勃穿上军装后就开始做鱼肉汉堡。,他太忙了，忘了换回他的街头服装了,鲍勃非常喜欢这套衣服，他把它展示给朋友们看。,鲍勃下班后穿着水手服出门了。,2
d84fcc97-0638-4dc8-a881-596c66b75e83,有朋友来拜访。,我告诉她，我的狗会咬人。,她不听。,她试图抚摸他，和他玩耍。,我的狗咬了她。,我的狗跑了。,1
6001c530-a64f-4128-82db-deb6bd81e8b8,莱斯特一直想成为更有艺术气息的人。,他决定有一天试着画一幅花的图画。,他坐在一株美丽的兰花前，开始画画。,莱斯特的画画得很好。,他把照片挂在客厅的墙上。,他决定再也不画任何东西了。,1
2ff39c6a-6eb8-4890-8e25-6b6af653046d,巴勃罗喜欢吃虫子。,他在学校里看了一本关于如何做的书。,他用橄榄油炸过。,他喜欢每月至少做一次。,巴勃罗喜欢吃虫子，并将其视为美味佳肴。,巴勃罗不喜欢吃虫子。,1
5bf65083-150d-4e08-a822-fd215ecd23fe,吉良一直很喜欢日本文化。,她最喜欢的很多电影都是日文的。,她决定去那里旅行。,多年来，她一直在为她的旅行攒钱。,她把所有的钱都花在了鞋子上。,这是她一生中最好的旅行。,2
a6e1d6d8-ddbb-4b54-a685-c642f4076e1b,格伦有心情去散步。,他穿上外套，到外面去了。,当他走在人行道上时，他被绊倒，膝盖破了。,格伦站起身来，一瘸一拐地回到了自己的房子。,格伦跑出了他有史以来最好的马拉松成绩。,格伦发誓他再也不会走路了。,2
adaa9d18-572e-40f0-af81-c415abf793a4,最近，我正走在去商店的路上。,当我经过一个出口时，我感觉到手臂上有冰冷坚硬的钢铁。,我被车撞了一下，吓了一跳!,司机看到我被撞后，非常抱歉。,我告诉他们没关系，然后就走了。,车上的司机对我非常生气。,1
8cc9a757-075a-4e47-95b7-2fa63dc8870c,吉娜的妹妹被碎玻璃割伤了脚踝。,鲜血顺着她的脚流进了鞋里。,当她看到血迹时，她跑回家。,吉娜在她身后跑着，但却跟不上她的脚步。,回家后，他们都吃了冰激凌。,吉娜的妹妹去看医生了。,2
8ef45363-9070-477a-8f1f-8d7c947ea6dc,一个小男孩在上三年级。,他很聪明，但读书很吃力。,每当他大声朗读时，同学们都嘲笑他。,他开始每天练习阅读。,小男孩接受了自己永远不会进步的事实。,年底，他的阅读测试成绩不错。,2
a2878606-f05e-492b-a581-8b00346d40ca,罗西的班级在开一个小派对。,她决定给大家做一份水果沙拉。,她花了很多钱买水果，也花了很多时间准备。,聚会那天，她把水果沙拉舀了一大碗。,罗茜同学分享了水果沙拉。,罗西把那碗水果沙拉放在家里的冰箱里。,1
7fa2b3d7-8046-403f-9a66-8198715ef31e,在我上大学的时候，我认识了一个老男人。,我当时22岁，他38岁。,我们有了很好的默契，一起度过了一段美好的时光。,我在那里的时候，我们一直在一起。,我对那段时光有着美好的回忆。,我对那个时候有负面的记忆。,1
3c516058-0aec-4a0c-906d-4b466715c38b,杰基被指定为八年级大厅管理员。,她是全班同学羡慕的对象。,同学们经常让她的工作受到影响。,他们会偷杰克的大厅通行证。,校长将闹事的同学停职。,她的同学们的行为都得到了奖励。,1
713e6e15-793f-4951-9d47-3d4688d748a3,我爸爸刚买了一辆新车。,为了庆祝，我们都去兜风了。,又有一辆车闯红灯，撞上了我们。,我狠狠地打了一下窗户，把它打碎了。,我爬了出来，我和爸爸都没事。,我们都被车辆压扁了。,1
fcb6c166-4da5-4efb-8779-4ba6bdf1da2f,伊娃和布兰特试图怀上一个孩子。,他们已经尝试了半年，但没有成功。,在医生的诊治中，他们表示很灰心。,但随后他们看到医生笑得很灿烂。,Brant会取消他绑架孩子的计划。,夫妻俩知道自己有了宝宝，一定会很高兴。,2
f3b7819d-89cc-4dcf-a560-18d70f6f2cf9,凯瑟琳一直对冰壶运动很感兴趣。,凯瑟琳喜欢在电视上看运动员们的运动。,有一天，凯瑟琳决定去参观冰壶练习班。,训练时，一位运动员邀请凯瑟琳去玩。,凯瑟琳就开始每天练习，并且很熟练。,凯瑟琳觉得卷发看起来很无聊。,1
041c9cd6-3351-4287-bf7d-56e1b8808341,弗朗西斯一直期待着学习如何开车。,终于他到了考驾照的年龄。,弗朗西斯很努力地学习以获得执照。,他很容易就通过了驾考。,弗朗西斯真的为自己的成就感到骄傲。,弗朗西斯决定宁可乘坐公共交通工具。,1
4fd560d4-8d90-40f8-a572-9522f966fd97,昨天我看了《胡桃夹子》，很开心。,我绝对喜欢它。,当舞者们在舞台上翩翩起舞时，真是美不胜收。,我觉得很荣幸能看到这个节目。,我发誓再也不看它了。,我想再看一遍。,2
dc450ec8-ab03-47b8-af48-43623c8a369e,我早上八点半就起床上课了。,我昏昏沉沉地下床，洗了个澡。,我迅速吃了早饭，开始步行去教室。,上了50分钟的课，我开始走回宿舍。,我决定再去上课。,到了那里，我睡了一觉。,2
0f29def9-37c9-4eba-a87b-154ceec40700,加里想引起丽莎的注意。,有一天，他决定给丽莎写一首诗。,第二天在学校，加里在走廊上看到了丽莎。,加里给了丽莎一个非常灿烂的笑容，并把诗递给她。,加里狠狠地打了丽莎一巴掌，然后走了。,丽莎坦言自己也对加里有好感。,2
a443d57f-b1c1-4d08-abff-3c968b8f9d92,拉斯一直想尝试摄影。,他的朋友是一位优秀的摄影师，但他从未尝试过。,有一天，他买了一台简单但质量很高的相机。,从那天起，拉斯每天都在拍摄自然界的影像。,拉斯爱上了摄影。,拉斯讨厌摄影。,1
1ad78f7c-f5b0-4f1a-a09c-1223e6ed015e,我在一家电子商店买了一台电视。,它是一个大平板，拥有高清画质。,员工为了以防万一，说服我给它买了个保修。,一周后，电视从我的墙上掉下来，摔坏了。,在保修期内，我是可以把它修好的。,后来发现该员工已经死亡。,1
4a4ba70e-d51c-4574-b3f1-42675bef0059,莱恩在公园里。,他看到一个小女孩拿着一个气球。,当他离开公园时，他看到同样的气球卡在树上。,他爬上树去取回气球。,莱恩就故意把气球打爆了。,莱恩随后找到了女孩，并把她丢失的气球给了她。,2
23d95ddb-64bd-461e-b5e6-426a8b77c108,尼尔在非斯市游览。,他品尝了他们的民族美食。,然后他去买纪念品。,他指出，非斯也有很棒的街头表演者。,尼尔有一个伟大的时间。,尼尔和菲兹成了最好的朋友。,1
10770264-1216-4bf9-a955-423d82dc6a92,这一天，天气晴朗，温暖。,于是，乔觉得出去走走也不错。,他决定步行去当地的咖啡店。,但走到一半，他就开始累了。,于是他跑到咖啡店。,乔后悔出去了。,2
558ffced-fc9e-428c-8b62-4227a8ecf556,小珍一整天都在等一个包裹。,终于，她看到UPS的人走到了门口。,他把包裹送来，她把包裹带进去。,她用刀打开了包裹。,盒子里是一个刚出生的婴儿。,珍在包裹里发现了她的新外套。,2
5f27fb6f-f523-4220-a393-1fee45f744e0,弗兰克不想做作业。,他想改玩电子游戏。,弗兰克的父母让他先做作业。,弗兰克发了脾气，受到了惩罚。,弗兰克失去了他的视频游戏一个星期。,弗兰克得到了一个全新的游戏。,1
61b5d18b-450c-4fb7-9f50-47d9df3c22eb,蒂米在学校参加三分球比赛。,获奖者将有机会赢得1000美元的大学奖学金。,蒂米整个周末都在练习投三分球。,当比赛的日子到来时，他已经做好了准备。,蒂米赢得了比赛。,蒂米在比赛当天去了驾驶场。,1
81959648-7d1f-4f5e-a960-50465d1c6faf,德雷克周五参加了一个聚会。,他发现自己的钱包从外套里被偷了。,德雷克立即报警，但钱包没有找到。,德雷克就这个问题与晚会主持人进行了对质。,而主持人告诉他，他也不知道。,德雷克告诉主持人，他想再次参加他的聚会。,1
0a87c92f-e24d-48fb-b064-71e8c66d5f4b,鲍勃发现他的卡车爆胎了。,他从来没有换过轮胎。,他拿出了轮胎千斤顶和铁器。,他无法拆除螺栓。,鲍勃叫人给他补胎。,鲍勃开着他的卡车去市场。,1
36c75e5c-8b93-4743-8104-122c769d1636,杰克已经厌倦了在平板电脑上写邮件。,他决定需要投资一台笔记本电脑。,他研究了不同的笔记本电脑，直到他找到了完美的一款。,最后他买下了它。,现在杰克居然喜欢回复邮件了。,杰克现在使用邮政服务而不是电子邮件。,1
bbc7c651-dd54-46ea-b057-7b001c105912,杰克的头发变得有点太长了。,他马上要去面试了。,他让母亲给他理发。,他的母亲给他剪了一个看起来很专业的发型。,杰克洗了手。,杰克得到了这份工作。,2
f884bcde-c243-4cfd-a9ad-3adeba0ef86a,肖恩今天来了,萨姆，肖恩，和我玩游戏。,他们开始对我发火，说我有多坏。,他们说在我好转之前，我不能再玩了。,我真的很受伤。,我真的很高兴。,1
4c58f47d-b444-4a16-a66b-553fc767130e,查克工作很累。,他关闭了一段时间的工作。,他打开论坛和同事们聊天。,在经历了佐尔塔那些讨厌的打击之后，他需要这次休息。,查克决定辞职。,他就觉得必须要回去工作了。,2
49701721-7d91-47c7-bed2-ad411562391f,鲍勃用塑料杂货袋去购物。,然后，他的朋友告诉他，塑料对环境有害。,鲍勃决定放弃他的塑料袋。,鲍勃投资了一些可重复使用的杂货袋。,鲍勃用他的可重复使用的杂货袋去购物。,鲍勃继续使用他的塑料杂货袋去购物。,1
bd8d2a48-5146-413c-baf3-47d7b7c4e65c,乔需要为自己的一个项目做一个肖像。,他打电话给当地的一些艺术家，询问他们的收费标准。,其中一位艺术家的收费合理。,乔与那位艺术家约好了做画像的时间。,乔对结果非常满意。,画家画的是一只乔氏猫。,1
709db57b-125c-4434-b58d-f543070d8a27,小珍被送到她姑姑家过暑假。,她恨不得整个夏天都离开当地的图书馆。,她带了几本书，但她会很快地看完这些书。,她到了之后，姑姑把她带进了家里的一个特殊房间。,珍看到她的书在壁炉里燃烧。,房间里的书架上摆满了吸引女生的书。,2
4010d4ae-e1f4-4348-8b20-91a774bf34ee,乔喜欢吃土。,他一有机会就会做泥巴派。,他正在吃饼，感觉嘴里有一个很硬的东西。,乔被石头咬了一口，把牙齿咬掉了。,乔想多嚼点石头。,乔决定不再吃土。,2
2e9fd58f-6036-4008-8c0b-c7d70cc43d2e,罗布从未坐过过山车。,罗布的朋友给他提供了一张免费的六面旗的门票。,罗布决定还是加入吧。,他们都去排了很长的队。,罗布有慷慨的朋友。,罗布的朋友们都是无心之失。,1
3329d95c-5a03-4d68-90b3-25ddba1e4c9e,卡莉在等山姆给她打电话。,他在周五答应。,现在已经是周六晚了，她什么也没听到。,最后她决定给他打电话。,山姆接了电话。,卡莉在电话里叫了外卖。,1
6d0772be-9406-4257-af59-ab5f2e819e81,艾米生日那天从学校回家，看到的是一个空荡荡的房子。,她很不高兴，因为大家都忘记了她的特殊日子。,她伤心地走进客厅。,突然，她的朋友和家人从藏身处跳了出来。,艾米高兴地笑了起来。,艾米走出房间，离开了屋子。,1
3e13600e-4a0f-42dd-876d-9741076fc465,小潘无缘无故想打我。,虽然我很生气，但我只是维护了她的拳头。,她继续向我挥舞着拳头。,为了阻止她，我把她扔在地上。,小潘终于停了下来。,我给了小潘一个大大的拥抱。,1
16a5c03f-6538-4913-b51a-f20a560577eb,帕姆和汤姆的孩子睡得很轻。,他们那个不体贴的邻居经常把狗丢在外面整天乱叫。,每次Pam把孩子哄睡，狗就开始叫。,帕姆幻想着把狗放出来，让它跑掉。,一天晚上，帕姆把她的猫放进了家里。,一天晚上，小潘决定放狗。,2
bf8b9f77-692d-4873-a7e5-30dec273eb4d,梅被弗雷多尼亚的大学录取。,她坐公交车去了新学校。,她在校园里探索。,她喜欢她看到的一切。,她辍学了。,她甚至喜欢她所有的教授。,2
ae97dd54-084b-45d1-aa4e-eaad35b58cc8,玛丽需要拔牙。,她想让牙医让她睡觉。,他只能用诺和卡因麻痹这个部位。,玛丽惊恐地盯着他。,看到她的表情后，牙医能够帮助玛丽。,玛丽离开牙医的时候，心情大好。,1
4aa68faa-46af-4c29-a5af-76920608e42e,福特为自己的高GPA感到骄傲。,为了提高它的质量，他每天晚上都要做作业。,福特的朋友警告他说，他错过了乐趣。,后来，福特成为一名成功的律师。,福特很伤心，他取得了这么大的成就。,福特为自己的成就感到骄傲。,2
d6ead853-dd97-4d11-be64-7b93a24bffec,我老婆说我缺乏激情。,我没有太多的爱好和兴趣。,我想争论，但争论不出来。,我意识到她是对的。,我决定改变。,我是未婚的。,1
dfadf8eb-0782-46f5-b8d6-f03b68044e5e,妮娜想要一套漂亮的万圣节服装。,但她买不起任何花哨的东西。,她在自己的屋子里找寻着主意。,然后她免费找到了一套好衣服。,尼娜买了一个玩具。,妮娜很兴奋。,2
a8d36862-b0e3-4147-82a3-6ada95cc4939,三月初，春光明媚。,特蕾西决定去屋后的树林里散步。,她听到有啄木鸟的声音，开始在树上寻找。,她被一根树根绊倒在小路上。,崔西跑回了家。,崔西甩了甩头，摔了一跤。,2
a76f857c-34a6-4409-a2d5-1255ba6cf5e9,吉姆在机场等着。,他的妻子一小时后就会赶到,他非常无聊。,他就决定抓紧时间看书。,一个小时后，吉姆见到了他的妻子。,在妻子出现之前，吉姆开车离开了。,1
54ec0b0d-355e-484f-8554-315daf68fc44,乔真的很想上哥伦比亚大学。,他在学校很努力，是足球队的一员。,他被列入了等待名单。,虽然他很失望，但他努力到最后。,对于自己的努力，乔还是很自豪的。,乔决定他不想上大学。,1
f5a85657-b572-43dc-adb4-b62c8d4d023d,吉娜的朋友塔米有一个文件夹，她不想让别人拿到。,吉娜想要一个，但不知道去哪里买。,现在塔米有了一个新的丽莎弗兰克捕猎者守护者。,吉娜很嫉妒，因为她也想要一个。,吉娜在ebay上查了一下，找到了一个她能买得起的。,吉娜修剪了整个院子，没有人帮忙。,1
7c80498a-801e-4d4b-86f1-bfbea4247fb2,莉亚家里有一棵漂亮的圣诞树。,有一天，她离开去商店。,当她回来时，树被撞倒了。,她的猫爬上了它，把它拉了下来!,莉亚决定她喜欢地上的树，而不是站着。,莉亚责备她的猫。,2
968bf70b-55b0-49c9-9eb3-0e9c89043c72,彼得用了同一张椅子多年。,它变得破旧不堪。,他决定买一把更舒适的新椅子。,当它到达时，彼得非常高兴。,彼得认为，它甚至可能比旧的更舒服。,彼得让他的狗把椅子当成自己的。,1
c9e0ad92-16a3-4721-b221-bc7a7ea72195,足球队整个赛季都很努力。,他们每场比赛都赢了，并且进入了总决赛。,时间只剩下几秒钟了，比赛被追平了。,四分卫通过长传，接应者得分。,众人大声的嘘着球队。,众人都站在座位上，疯狂地鼓掌。,2
4e5aa3fc-f0a5-4426-8fde-3229bbb1edb0,我们住在一栋高楼里。,有一天，风很大，部分原因是楼房的高度。,风把树枝吹得我老婆睡不着。,风也把网线吹倒了。,我和妻子对失去网络连接感到非常不高兴。,我们喜欢强风，也喜欢睡眠不足。,1
2d825c0a-d7f1-40ea-bb9b-c8f68c10eba7,凯特想为她的电脑买一个新键盘。,她攒了几个月的钱，才买得起一个好键盘。,凯特终于上网订购了她的键盘!,她兴奋地等了好几天，等待它的到来。,然后她取消了订单。,然后，她的键盘寄来了。,2
b287eeca-7682-4a3f-8b60-d7529988dc1c,艾米的家人要去六旗乐园。,她耐心地坐在车里等待着到来。,到了之后，她跪坐在地上打量着公园。,她排了一个小时的队，才坐上最大的过山车。,艾米在公园里真的很兴奋。,艾米觉得公园很无聊。,1
367d94ef-0033-45f5-b7bc-0e461e049220,鲍勃需要钱来买食物。,他很难过，因为没钱，吃不下饭。,他决定写一本关于他的艰苦生活的书。,人们立刻对这本书赞不绝口，购买了上千册！这本书的出版，让人们看到了一个新的开始。,卖书的利润让鲍勃有足够的钱吃饭。,公众对这本书的反应意味着鲍勃还是会饿肚子。,1
6d40efe0-4f3a-4475-8cc3-55915a7c2d17,我今天刚刚完成了我的第一个马拉松。,大约有六英里，我真的很努力。,我为此训练了三个月。,它一直在我的生活清单上。,我从来没有这么开心过。,我对自己真的很失望。,1
a2af46c3-ab6c-4b15-b3e4-205b55d5dd76,一天晚上，山姆在看星星。,忽然，他怔怔地坐直了身子。,他看到了一颗闪烁的、移动的星星!,他跑去给他爸爸看。,他爸爸笑了，因为那颗星星真的是带灯的喷气式飞机。,山姆的爸爸很高兴儿子对地质学感兴趣。,1
2d49847a-81d6-4d67-b36b-1bd695768cb5,约翰和梅格已经交往了5年。,约翰爱梅格，想娶她。,他决定今晚约她看完电影后，向她求婚。,当他们走出电影院的时候，他突然跪了下来。,他开始对着梅格喊脏话。,他向她求婚。,2
dc60a861-f7c4-491a-9f98-ffaaf73d4b32,一串漂亮的香蕉就在伸手可及的地方晃来晃去。,鲍比想扔他的鞋子，但它被卡住了。,他想爬上树，但他摔了下来。,接着，他用锄头狂捶，但太短了，够不着。,鲍比很不高兴，他得到了香蕉。,鲍比到棚子里拿梯子去拿香蕉。,2
e7cda60f-1f70-44c6-b021-f485beb6c2bc,贝丝当时正在养病。,4天后，她终于可以吃东西了。,虽然她的病好了，但她的身体并不好。,她决定周五向学校请假，花时间疗伤。,贝丝需要休息。,贝丝周五休息的时候踢足球。,1
83279ad4-371a-4d70-a479-82fb5422cfbf,朗达买了一些新的粉色袜子来穿。,她爱他们。,不过当她把它们摘下来的时候，它们和其他衣物混在一起了。,洗衣那天，她没有分类就把衣服洗了。,朗达就决定吃午饭，回邮件。,遗憾的是，它们被毁了，朗达不得不买一双新的。,2
c77e19e5-ec84-4ac4-9a77-904b12a882e0,暴风雨中，海面很可怕。,马库斯讨厌船升起又坠落的样子。,这让他感到恶心。,他缩在船舱里，闭上眼睛，但这无济于事。,马库斯非常激动，他开始跳舞。,马库斯就因为晕船而呕吐。,2
cb054419-731b-4350-96aa-aadfc00e35ae,昨天，安娜决定睡一觉。,她舒服地坐在椅子上，闭上眼睛。,就在她睡着的时候，女儿的小狗跳到了她的腿上!,她非常惊讶。,她抱着可爱的小狗，看到它很开心。,小猫非常可爱。,1
a9ca9655-b64d-48c8-96dc-b14a9bc94890,查克喜欢他家旁边的这个酒吧。,他经常和朋友去那里,有一天，他在去那里的路上，发现那里已经关门了。,它已经停业了。,查克很不高兴。,查克很高兴那个地方终于关闭了。,1
3e6404e3-86cc-436f-9cec-40f6f922cafe,约翰开车去商店的时候，发现自己忘了带钱包。,他的驾照在钱包里。,他身后的警灯开始闪烁。,靠边停车后，他告诉警官自己的钱包忘在家里了。,随后，约翰继续殴打该警官。,该官员很理解。,2
873a9a34-e68a-4971-a397-0ce28140bcba,汤姆从小就喜欢拼图。,他不只是在逃生室冒险外。,他平复了呼吸，做好了心理准备。,30分钟后，他以创纪录的速度离开了逃生室。,他为自己的成就感到自豪。,汤姆为自己的表现不佳而难过。,1
27e6ed53-de20-4969-ac97-d1c767e66e8b,一场小雪从一个小镇上袭来。,学校的屋顶在重物的作用下翘了起来。,一名保洁员爬到上面检查。,屋顶在新的重量下摇摇欲坠。,屋顶完全没有问题。,看门人被吓坏了。,2
d0b21d6b-1e82-47b2-94c6-3b37b559b58c,我的生日是昨天。,令我惊讶的是，我的朋友们为我策划了一个聚会。,我简直不敢相信。,派对非常有趣。,我讨厌我的生日。,这是有史以来最好的生日聚会。,2
0505ab3d-b0a6-403b-83bd-1ff36755c0e5,我妈妈把她的旧字典扔了出来。,我从垃圾桶里捡回来的。,和它坐在一起，我发现自己闻到了它的味道。,这让我想起了老图书馆的味道。,这是很恶心的。,闻起来很香，我就吃了。,1
c363f775-7fbc-4935-bf85-2608d84a0fba,1963年，我们的父母带我们去了百利宫公园。,我们从波士顿的Rowes Wharf坐船过来。,我们坐了旋转木马、鞭子和毛毛虫。,我们玩的是棒球,我们对这次童年的旅行有很多美好的回忆。,我没有去百乐宫公园的记忆。,1
06d18564-6dcd-4154-aa35-a9f326c2db72,我最喜欢的电影是《绿野仙踪》。,我年轻时曾以为是真的。,每当我看的时候，我都觉得自己沉浸在电影中。,人物把我带到了奥兹国。,有一天，我决定买下这部电影。,我不喜欢《绿野仙踪》。,1
2f47e25b-1df6-40e7-86e7-85cf008c7bd4,玛丽安去公园的小径上散步。,她带着孩子和动物经过人。,她从慢跑和骑自行车的人身边经过。,她看到了很多植物。,玛丽安从其中一个人身上起了疹子，因为那是毒藤。,玛丽安做完了沙拉，很喜欢吃。,1
26e62478-4a62-4f71-8449-26edcf3905c0,有一天，一只狗搬进了一户养了两只猫的人家。,一只猫不介意新来的狗，但另一只猫很害怕。,他大声地喵了一声，抓了抓狗的鼻子。,他为了躲避狗的追捕，从房间的一边跳到另一边。,他抱着狗。,狗发现了他，把他打伤了。,2
a7ac822a-737c-4734-a6a0-05763dedc94b,我最喜欢的动物是阿拉伯大羚羊。,我通常看不到它们，因为这是非洲羚羊。,我必须去动物园。,今年我的生日，家人给我买了一份精美的礼物。,他们给了我一本关于非洲动物的大绘本。,他们给了我一本关于计算机历史的书。,1
ba6be46b-029c-49d7-a56b-f8ec2f6f774a,每天，我都会唠叨着让女儿做作业。,我最后决定，这是她自己的责任。,果然，她不是一个晚上做的。,我知道她在学校里会有麻烦，还是让她去睡觉了。,最后她的作业成绩很差。,她和朋友们打了一下午的篮球。,1
970cf7ed-b730-41a8-9675-85790da3004e,一个小男孩想为他的棒球队投球。,他和他的兄弟们一起练习了很多。,训练时，他的教练让他试着当投手。,这个男孩做得并不好。,小男孩失望地回家了。,教练给这个男孩提供了先发投手的位置。,1
3c9de9fe-20e8-4b46-b795-f474a6cc1ccb,苏半夜醒来，被一股难闻的气味熏醒。,她想不通这是什么。,她环顾了一下房间。,然后她注意到看到了它。,莎拉开始看电视。,莎拉在桌上发现了变质的牛奶。,2
43d9d4f7-8542-4e45-ab22-5880462eb2a5,有一天，马克发现自己的牙齿开始疼了。,他决定去看牙医，看看到底是怎么回事。,牙医告诉马克，他需要拔掉智齿。,马克同意做手术。,马克希望这个手术能让他的牙齿不再疼痛。,马克的同事告诉他，他不打算参加选举投票。,1
e83f7e0e-0ff6-4546-b154-1c317dfa8526,璐璐刚搬进新家。,她第一次有了洗碗机。,她决定当晚跑一圈菜。,在隔间里，她倒了一些洗碗皂。,璐璐关掉了洗碗机。,璐璐打开了洗碗机。,2
73f5afd2-f1e4-420c-b536-ac86aed95ca5,农夫比尔叫住了田里的牛。,奔跑着进来抢食。,比尔倒出一些粮食，装在大箱子里给牛吃。,牛儿们开心地吃着晚餐。,比尔为自己的工作感到骄傲。,比尔找了牛。,1
e30c01b0-c968-44bd-8f78-4d1a1ae83ff4,泰瑞沮丧地离开医院，心灰意冷。,他的大拇指骨折，难以打开车门。,在家里，他让姐姐借钱给他做手术。,她同意的条件是，他要找一份有保险的工作。,他同意了。,泰瑞的妹妹决定给她的拇指做手术。,1
ccc59d4b-1e20-4c63-bbdb-a45cff6bc456,玛丽在车行工作了两年，没有卖过东西。,她的老板告诉她，她需要尽快卖掉一辆车。,一天，一对夫妇来到车行，要求看车。,玛丽卖给他们一辆很大很贵的车。,玛丽的老板对她的销售很满意。,玛丽很伤心，她卖了一辆车。,1
661e7f71-ccc5-4101-a026-32b0ab3c648e,布莉和她的猫搬到了她的男朋友和他的猫那里。,两只猫互相仇视。,他们大部分时间都在互相嘶吼。,半年后的一个晚上，猫咪们决定抱在一起。,布里很高兴他们成为朋友。,布里讨厌奶酪。,1
efe9f092-1035-4d33-9527-8959d4f71fd4,蒂姆需要一个新的厨房地板。,他的是旧的，而且有裂纹。,于是他去买新的瓷砖。,他发现了很好的瓷砖，并把它们带回家。,他为他家安装了漂亮的新厨房地板。,蒂姆第二天就把瓷砖退给了店里。,1
ff9b9128-31a9-4a2d-8fe2-b53affce964d,戴夫决定有一天要去看一场镍背的表演。,他订了几张票。,他就邀请了他的一些朋友。,他们都去看演出了，而且玩得很开心,戴夫在互联网上查看更多他会喜欢的音乐会。,戴夫控制着直升机，降落在场上。,1
3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,有一个公墓，有199块墓碑。,12个男人带来了一个棺材。,12个人把棺材埋在地下。,男人和女人一起哭泣。,他们见状欢喜不已。,他们为损失而哀悼。,2
af7b1f70-856a-4394-92f1-ecc901678956,乔对自己的拳击比赛充满信心。,他在前四轮比赛中占据了优势。,他在第五局被一记左勾拳击中，划伤了眼睛。,最后七轮比赛，双方你来我往。,乔最终赢得了比赛。,乔以无伤无痛的方式结束了这场比赛。,1
0a17cbf9-397b-4382-9ce0-0fd835626775,最糟糕的事情发生在吉米身上。,他从卧室的地板上捡起一袋土豆片。,出门的时候，他吃了一些薯片。,在外面，他的朋友说，你的包上怎么有蚂蚁在爬？,吉米觉得自己的胃很不舒服。,吉米又吃了包里的薯片。,1
d88e0944-c71a-4c76-b100-44e42247fb1d,我儿子参加了幼童军玩具车德比。,父子团队设计的小火柴盒车。,有些队伍设计了花哨的车。,我们设计了一辆简单的车，它居然赢得了德比。,我和儿子的表现并不好。,我儿子很高兴，我们赢了。,2
c5c0be96-86bb-43f7-8c71-f1c475cedf65,布莱恩今年参加了曲棍球队的比赛。,遗憾的是，他没有入选。,教练说，他需要在溜冰鞋上更快。,布莱恩整个冬天都在练习速滑。,他最终进入了球队。,他决定不为球队试训。,1
d32397e1-f5c8-4e0a-923b-b941a169a888,哈利真的很想看新的《星球大战》电影。,上映当天，他在票房排队等候。,他能够为自己买到一张票。,他看完了整部电影。,哈里很高兴和朋友们一起看电影。,哈利真的很喜欢这部电影。,2
942054b7-4c71-441e-ab8a-83e413c79604,马克第二天就要开始新的工作了。,和这么多陌生人相处，他很紧张。,由于焦虑，他前一天晚上几乎没有睡觉。,当他进入大楼时，受到了许多人的热烈欢迎。,当天他就被解雇了，走出了大楼。,他意识到自己会非常适合这份新工作。,2
4bc45635-2e6f-4bd1-bbfc-c66db6521b7b,艾伦有一个小女儿，她睡在自己房间的婴儿床里。,有一天早上，艾伦没有听到宝宝大惊小怪的声音，于是她去查看。,她的女儿一动不动，也没有呼吸!,艾伦惊慌失措地报了警。,艾伦害怕极了。,艾伦觉得自己真的很平静。,1
0c555fc3-d387-49b2-80a5-6c02ca258565,珍珠收集了一些封面设计很丑的CD。,她珍爱一张爵士乐CD，上面有两只海豚的照片。,她姐姐一边生气一边偷了CD。,珍珠的心一沉，她恳求姐姐还她。,珍珠的姐姐希望能讨好她。,珍珠的姐姐在找人报仇。,2
