"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
3db2f1f0-1ec7-4738-b3c5-154b63000671,Lewy je oboževal traktorje.,"Nekega dne se je odločil, da ga bo izdelal.",Po dele je šel na smetišče.,Nato jih je odpeljal domov.,lewy se ni odločil zavreči vseh nekoristnih delov traktorja.,ni izdelal svojega traktorja.,2
ed594d9e-4c0f-4110-be41-95859a167e16,"Ko je bil Bill mlajši, si ni mogel privoščiti študija.","Zdaj je star človek, ki sanja o diplomi.",Pri 70 letih so se mu končno uresničile sanje.,Vsi so bili zelo ponosni nanj.,Bill ni bil najbolj ponosen.,Billa ni sram.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,"Dan je videl psa, ki se je tresel v dežju, in pomislil, da se je izgubil.",Pes je bil dovolj prijazen in Dan ga je lahko odpeljal domov.,Žival je bila brez oznak ali ovratnice in videti je bila podhranjena.,Daniel je na območju postavil napise in povprašal sosede.,dan za psa ni našel lastnika.,dan ni obupal in je psa spustil nazaj v divjino.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,Učitelj je hodil s kupom papirjev.,Zunaj je začelo deževati.,"Ko je učiteljica poskušala stopiti nekaj stopnic navzdol, je padla.",Papirji so mu zleteli iz rok in pristali na tleh.,mu mimoidoči ni pomagal vstati in pobrati papirjev.,"učitelj ni vstal in odšel domov, papirje pa pustil za seboj.",1
a4649658-7420-442a-8b13-336f991a2e0c,Družina Bradley se je odločila za kampiranje.,Na dveurno potovanje so me naložili v avto.,"Ko so prispeli, je bilo že skoraj temno in pripravljala se je nevihta.","Ko je dež ponehal, so postavili šotor in zakurili ogenj.",Bradleyjevi so se nato odpravili na veliko taborjenje.,Bradleyjevi se niso obrnili in odšli domov.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don in njegova žena sta šla v izposojevalnico videoposnetkov.,"Po pol ure se niso mogli odločiti, kateri film bodo gledali.","Don je prosil lastnika trgovine, naj za njiju izbere film.",Lastnik je izbral priljubljeno romantično komedijo s Katherine Heigl v glavni vlogi.,don in njegova žena se nista vdala in sta odšla domov.,Don in njegova žena filma nista prejela.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy se je napila in si šla narediti tetovažo.,"Odločil se je, da si bo dal narediti tetovažo na čelo.","Naslednji dan je bila Missy zgrožena nad tem, kar je storila.",Missy je zbrala denar za plačilo postopka odstranjevanja tetovaže.,Missy si ni dala narediti še ene tetovaže na obrazu.,po veliko zapravljenega denarja tetovaža ni izginila.,2
ad95df27-042e-492f-8762-8ba1de02b471,Jon je bil vedno slabše kondicije.,"Jon se je odločil, da bo shujšal.",Začel je bolje jesti in se gibati.,Jon je nadaljeval in začutil rezultate.,"Jon ni bil zadovoljen, ko je videl rezultate svojega hujšanja.",John za večerjo ni imel hamburgerjev in ocvrtega krompirčka.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,Srednješolska nogometna ekipa se je pripravljala na končnico.,"Ekipa je bila navdušena, mesto pa jo je podpiralo.",Vrata so okrašena.,Trgovine so bile zgodaj zaprte.,tribune domače ekipe ob začetku tekme niso bile polne.,nihče v mestu se ni želel udeležiti tekme.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,"Earl vstane zgodaj, da pripravi kavo.",Tisti dan je želel delati budno.,Vonj je zbudil vse njene sostanovalce.,Želeli so pripraviti tudi kavo.,vsi njegovi sostanovalci niso kuhali kave.,vsi njegovi sostanovalci niso zboleli zaradi kave.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie ima psa.,Na sprehod pelje svojega psa.,Gresta v park in se igrata.,"Ko prideta domov, Maggie nahrani svojega psa.",Maggie in njen pes nista najboljša prijatelja.,Maggie ne sovraži preživljanja časa s svojim smrdečim psom.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella je poskušala izbrati maturantsko obleko.,Ni se mogel odločiti!,Zato je prijatelja vprašal za mnenje.,"Rekla je, da je bila obleka, kakršno koli je že izbrala, čudovita!","Ella ni bila jezna, ker njena prijateljica ni bila tako kritična.","Ella se ni zavedala, da je pravzaprav vseeno, kakšno obleko je izbrala.",2
d0797834-8c42-44cd-8d2c-3fee56b84e28,"Ben se je odločil, da bo v letu 2016 bolj pripravljen.","Načrtoval je, da bo treniral vsaj štirikrat na teden.","Ben se je odločil, da bo s treningom počakal do naslednjega ponedeljka.",Minil je ponedeljek in Ben še vedno ni začel z načrtom treninga.,v nikoli ne začne ne deluje.,ne hodite v telovadnico vsak dan.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,G Bear je medvedek v škatli.,Z vami se pogovarja v neumnosti.,"Ko sva bila mlada, sem ga kupil svoji ženi.","Dal ga je najini hčerki, ko je bila stara tri leta.",naša hči ni bila zelo hvaležna za darilo.,naša hčerka ni bila depresivna.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris je imel veliko piščanca.,Vsak dan jim je pobiral jajca.,Jajca je odnesel na kmečko tržnico.,Vsi so imeli radi Chrisova jajca in zanje plačali veliko denarja.,Chris nato ni odprl podjetja in ni postal uspešen.,Chris ni mogel prodajati jajc.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,Moja hči je praznovala šesti rojstni dan.,"Odločili smo se, da zanj in njegove prijatelje priredimo zabavo v umetniškem studiu.",Vsi njegovi prijatelji so prišli in čakali na navodila.,"Vsi prijatelji so poslušali navodila, kako naj narišejo svoje slike.","Po poslušanju , otroci ne boste ' t naredili čudovite umetnosti.",otroci niso začeli pisati lastnih pesmi.,1
ef111a9f-243a-422d-b95a-a367fac80162,Moja mama je šla sinoči v trgovino.,Ustavil se je na semaforju in nekaj fantov je priteklo do njegovih vrat.,"Na glavo so mu prislonili pištolo in mu rekli, naj izstopi iz avtomobila.",Vzeli so ga in odšli.,"Mama ni udarila šefa Brodyja, ker ni zaprl plaž.",mama nikoli več ne bo nakupovala v tej trgovini ponoči.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal je še naprej igral svojo igro.,Za nič na svetu ni mogel premagati 9. stopnje!,Nato je prišel njegov bratranec in mu ponudil pomoč.,Dečka sta se igrala drug ob drugem.,nista preživela popoldneva ob branju knjig.,na koncu sal ni prišel na naslednjo stopnjo s pomočjo svojega bratranca.,2
