"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
3ea721b1-70dd-4222-b25d-4273e80ae312,"Sandra nem tudta elhinni, hogy végre megérkezett Hollywoodba.","Elkezdett meghallgatásokra járni, hogy megvalósítsa álmát, hogy sztár legyen.","A dolgok nem alakultak jól, és pincérnőként kellett dolgoznia, hogy boldoguljon.","Hamarosan megtudta, hogy az egyik törzsvendége egy tehetségkutató volt.","Sandra nem mondta az ügynöknek, hogy hagyja őt békén.",így ő nem lett összemelegedve az ügynökkel.,2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally tortával akarta meglepni az irodát.,"Sally úgy érezte, hogy egy tortával megmosolyogtathatná őket.",Elment a szupermarketbe a tortáért.,Az irodában a tárgyalóasztal köré gyűjtötte az alkalmazottakat.,"ő aztán nem hozott ki egy tortát, és mindannyian nem érezték jobban magukat.","nem mondta el nekik, hogy nincs nála a torta.",1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah egyedül tanulta az algebrát.,De néhány hét elteltével sem javult sokat.,"Rájött, hogy nem tűzött ki maga elé célokat.",Ezért minden nap kitűzött egy bizonyos célt.,mielőtt sokáig Sarah nem ' t kezd egyre jobb algebra.,akkor Sarah nem adta fel az algebra tanulását.,1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Lewy szerette a traktorokat.,"Egy nap elhatározta, hogy épít egyet.",Elment a roncstelepre alkatrészekért.,Ezután hazavitte őket.,"lewy nem döntött úgy, hogy kidobja az összes értéktelen traktoralkatrészt.",nem épített saját traktort.,2
ed594d9e-4c0f-4110-be41-95859a167e16,"Bill nem engedhette meg magának, hogy főiskolára járjon, amikor fiatalabb volt.","Most már idős ember, akinek az az álma, hogy diplomát szerezzen.",70 éves korában végre megvalósította álmát.,Mindenki nagyon büszke volt rá.,Bill nem volt a legbüszkébb.,Bill nem szégyelli magát.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,"Dan meglátott egy kutyát az esőben reszketni, és úgy gondolta, hogy elveszettnek tűnik.","A kutya elég barátságos volt, és Dan haza tudta vinni.","Az állatnak nem volt jelvénye vagy nyakörve, és alultápláltnak tűnt.","Daniel táblákat helyezett el a környéken, és megkérdezte a szomszédait.",dan nem tudott gazdát találni a kutyának.,dan nem adta fel és visszaengedte a kutyát a vadonba.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,A tanár egy halom papírral sétált.,Odakint elkezdett esni az eső.,"Amikor a tanárnő megpróbált lefelé menni néhány lépcsőfokot, végül elesett.","A papírok kirepültek a kezéből, és a földön landoltak.",egy járókelő nem segített neki felállni és összeszedni a papírokat.,"a tanár nem állt fel, és nem ment haza a papírokat hátrahagyva.",1
a4649658-7420-442a-8b13-336f991a2e0c,"A Bradley család úgy döntött, hogy kempingezni megy.",Becsomagoltak az autóba a kétórás útra.,"Amikor megérkeztek, már majdnem sötét volt, és vihar támadt.","Miután elállt az eső, felállították a sátrat és tüzet gyújtottak.",a Bradley-k akkor nem volt egy nagyszerű kempingezés.,Bradleyék nem fordultak meg és nem mentek haza.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don és a felesége egy videokölcsönzőbe mentek.,"Fél óra elteltével nem tudták eldönteni, hogy melyik filmet nézzék meg.","Don megkérte a bolt tulajdonosát, hogy válasszon nekik egy filmet.",A tulajdonos a Katherine Heigl főszereplésével készült népszerű romantikus vígjátékot választotta.,don és felesége nem adta fel és hazament.,Don és felesége nem kapták meg a filmet.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy berúgott és elment tetováltatni.,"Úgy döntött, hogy tetováltatja a homlokát.","Másnap Missy elborzadt attól, amit tett.","Missy összekaparta a pénzét, hogy kifizesse a tetováláseltávolítási eljárást.",Missy nem csináltatott újabb tetoválást az arcára .,"sok elpazarolt pénz után , a tetoválás nem tűnt el.",2
ad95df27-042e-492f-8762-8ba1de02b471,Jon kezdett kijönni a formájából.,"Jon úgy döntött, hogy lefogy.",Elkezdett jobban enni és mozogni.,"Jon folytatta, és kezdte érezni az eredményeket.","Jon nem volt boldog, hogy a fogyás eredményeit látta.",John nem hamburgert és sült krumplit evett vacsorára.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,A középiskolai futballcsapat rájátszásba készült.,"A csapat izgatott volt, és a város is támogatásáról biztosította.",Az ajtókat feldíszítették.,Az üzletek korán bezártak.,"a hazai csapat lelátói nem voltak tele, amikor a játék elkezdődött.","senki a városban nem érdekelte, hogy részt vegyen a játékon .",1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,"Earl korán kelt, hogy kávét főzzön.",Aznap éberen akart dolgozni.,Az illat felébresztette az összes lakótársát.,Kávét is akartak főzni.,minden szobatársa nem főzött kávét.,minden szobatársa nem volt beteg a kávétól.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie-nek van egy kutyája.,Sétálni viszi a kutyáját.,Elmennek a parkba és játszanak.,"Amikor hazaérnek, Maggie megeteti a kutyáját.",Maggie és a kutyája nem a legjobb barátok.,Maggie nem utál időt tölteni a büdös kutyájával .,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella báli ruhát próbált választani.,Nem tudott dönteni!,Ezért kikérte a barátja véleményét.,"Azt mondta, hogy bármilyen ruhát is választott, gyönyörű volt!","Ella nem volt mérges, mert a barátja nem volt olyan kritikus.","Ella nem vette észre, hogy tényleg nem számít, milyen ruhát választott.",2
d0797834-8c42-44cd-8d2c-3fee56b84e28,"Ben úgy döntött, hogy 2016-ra fittebb lesz.","Úgy tervezte, hogy hetente legalább négyszer edz.","Ben úgy döntött, hogy jövő hétfőig vár az edzéssel.","Eltelt a hétfő, és Ben még mindig nem kezdte el az edzéstervét.",ben soha nem kezd el nem dolgozni .,ben nem jár minden nap edzőterembe.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,A G Bear egy dobozos mackó.,Halandzsául beszél vissza neked.,"Vettem egyet a feleségemnek, amikor fiatalok voltunk.","A lányunknak adta, amikor hároméves volt.",a lányunk nem volt nagyon hálás az ajándékért.,a lányunk nem érezte magát depressziósnak.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chrisnek sok csirkéje volt.,Minden nap tojást szedett tőlük.,Levitte a tojásokat a termelői piacra.,"Mindenki imádta Chris tojásait, és sok pénzt fizettek érte.",Chris akkor nem nyitott üzletet és nem lett sikeres.,Chris nem tudott tojást eladni.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,A lányom a 6. születésnapját ünnepelte.,"Úgy döntöttünk, hogy egy művészeti stúdióban rendezünk neki és a barátainak egy partit.","Minden barátja megérkezett, és várta az utasításokat.","Minden barát meghallgatta az utasításokat, hogy hogyan fessék meg a képüket.","hallgatás után , a gyerekek akkor nem ' t, hogy csodálatos művészet.",a gyerekek akkor nem kezdtek el saját dalokat írni.,1
ef111a9f-243a-422d-b95a-a367fac80162,Anyukám tegnap este a boltba ment.,"Megállt egy lámpánál, és néhány fickó odaszaladt az ajtajához.","Fegyvert nyomtak a fejéhez, és azt mondták neki, hogy szálljon ki a kocsiból.",Elvették és elhajtottak.,"Anya nem pofozta Brody főnököt, amiért nem zárta be a strandokat.",anya soha többé nem fog nem vásárolni abban a boltban éjszaka .,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal folyamatosan játszotta a játékát.,A 9. szintet semmiért sem tudta legyőzni!,"Aztán az unokatestvére odajött, és felajánlotta, hogy segít neki.",A két fiú egymás mellett játszott.,nem töltötték együtt a délutánt könyvek olvasásával.,végül sal didn ' t kap a következő szintre a segítségével az unokatestvére .,2
